date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-4,-10,0.0,8.7,2,2,31,11:09 AM,10:52 PM,08:22 AM,05:42 PM,-14,-14,-7,-14,27,21,57,0.0,1023,-4,10,304,19
2009-01-02,-1,-8,0.0,5.2,2,2,38,11:30 AM,11:55 PM,08:22 AM,05:43 PM,-7,-8,-3,-8,20,54,74,0.1,1014,-1,10,215,11
2009-01-03,2,-4,0.0,8.7,2,2,45,11:52 AM,No moonset,08:22 AM,05:43 PM,-5,-7,-1,-7,30,4,76,0.0,1016,2,10,293,19
2009-01-04,4,-6,0.0,8.7,2,2,52,12:16 PM,01:01 AM,08:22 AM,05:44 PM,-8,-5,-1,-5,18,15,60,0.0,1019,4,10,278,12
2009-01-05,6,-1,0.0,8.7,2,2,60,12:44 PM,02:10 AM,08:22 AM,05:45 PM,0,-0,2,-0,17,45,87,0.1,1015,6,9,293,10
2009-01-06,1,-2,0.2,5.2,2,2,67,01:18 PM,03:24 AM,08:22 AM,05:46 PM,-5,-3,-0,-3,12,52,69,1.9,1016,1,9,93,8
2009-01-07,3,-0,0.0,3.5,1,1,74,02:01 PM,04:39 AM,08:22 AM,05:47 PM,1,-2,2,-2,26,92,97,10.6,995,3,8,145,16
2009-01-08,1,-3,0.0,3.5,1,1,82,02:56 PM,05:55 AM,08:22 AM,05:48 PM,-2,-6,-0,-6,39,65,84,0.0,999,1,10,257,24
2009-01-09,0,-4,0.0,5.2,2,2,89,04:03 PM,07:04 AM,08:21 AM,05:49 PM,-7,-7,-2,-7,25,42,69,0.1,1017,0,10,300,17
2009-01-10,-3,-5,2.1,3.5,1,1,96,05:21 PM,08:03 AM,08:21 AM,05:50 PM,-6,-7,-3,-7,14,72,83,4.2,1023,-3,7,165,10
2009-01-11,-1,-6,0.0,3.5,1,1,100,06:41 PM,08:50 AM,08:21 AM,05:51 PM,-4,-7,-2,-7,20,65,92,0.9,1013,-1,9,289,14
2009-01-12,-0,-8,0.0,8.7,2,2,89,08:01 PM,09:28 AM,08:21 AM,05:52 PM,-7,-8,-4,-8,15,19,80,0.0,1022,-0,10,291,10
2009-01-13,3,-7,0.0,8.7,2,2,82,09:17 PM,09:58 AM,08:20 AM,05:53 PM,-3,-4,-1,-4,16,43,88,0.0,1017,3,9,190,9
2009-01-14,-1,-10,0.0,8.7,2,2,75,10:28 PM,10:24 AM,08:20 AM,05:54 PM,-12,-12,-6,-12,23,22,67,0.0,1018,-1,10,283,16
2009-01-15,-6,-10,0.4,3.5,1,1,68,11:37 PM,10:48 AM,08:20 AM,05:56 PM,-12,-13,-8,-13,18,67,70,0.5,1024,-6,8,184,13
