date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-1,-6,0.0,8.7,2,2,31,11:09 AM,10:54 PM,08:19 AM,05:47 PM,-15,-9,-4,-9,23,5,41,0.0,1024,-1,10,302,18
2009-01-02,3,-3,0.0,7.0,2,2,38,11:32 AM,11:56 PM,08:19 AM,05:48 PM,-5,-3,1,-3,27,34,63,0.1,1015,3,10,215,16
2009-01-03,4,-1,0.0,8.7,2,2,45,11:54 AM,No moonset,08:19 AM,05:49 PM,-5,-3,1,-3,25,6,62,0.0,1017,4,10,293,15
2009-01-04,5,-3,0.0,8.7,2,2,52,12:19 PM,01:01 AM,08:19 AM,05:50 PM,-6,-2,1,-2,18,27,62,0.0,1020,5,10,275,11
2009-01-05,8,3,0.0,8.7,3,3,60,12:48 PM,02:09 AM,08:19 AM,05:50 PM,3,4,6,4,16,50,81,0.0,1015,8,10,283,10
2009-01-06,5,3,0.0,3.5,1,1,67,01:23 PM,03:22 AM,08:19 AM,05:51 PM,-2,0,4,0,21,79,70,0.3,1015,5,9,93,14
2009-01-07,8,5,0.0,3.5,2,2,74,02:07 PM,04:36 AM,08:19 AM,05:52 PM,6,4,6,4,23,95,94,0.8,995,8,9,184,14
2009-01-08,5,-0,0.0,8.7,2,2,82,03:03 PM,05:51 AM,08:19 AM,05:53 PM,-2,-2,3,-2,38,14,70,0.0,1001,5,10,266,23
2009-01-09,2,-1,0.0,8.7,2,2,89,04:10 PM,07:00 AM,08:19 AM,05:54 PM,-8,-5,0,-5,27,12,55,0.0,1018,2,10,287,19
2009-01-10,4,-1,0.0,7.0,1,1,96,05:27 PM,07:59 AM,08:19 AM,05:55 PM,-3,-1,2,-1,15,72,74,1.3,1022,4,9,161,9
2009-01-11,6,-2,0.0,7.0,1,1,100,06:46 PM,08:47 AM,08:18 AM,05:56 PM,-1,-3,2,-3,26,60,85,1.4,1013,6,9,295,17
2009-01-12,2,-3,0.0,8.7,2,2,89,08:05 PM,09:26 AM,08:18 AM,05:57 PM,-8,-4,-1,-4,17,22,60,0.0,1023,2,10,299,13
2009-01-13,5,-1,0.0,8.7,2,2,82,09:20 PM,09:58 AM,08:18 AM,05:58 PM,-1,-0,2,-0,18,20,77,0.3,1018,5,10,202,10
2009-01-14,2,-5,0.0,8.7,2,2,75,10:30 PM,10:25 AM,08:18 AM,05:59 PM,-12,-7,-2,-7,21,18,48,0.0,1019,2,10,279,16
2009-01-15,-1,-6,0.0,4.9,2,2,68,11:38 PM,10:50 AM,08:17 AM,06:00 PM,-10,-8,-3,-8,22,65,58,0.0,1023,-1,10,289,16
2009-01-16,-7,-10,0.0,9.8,2,2,60,No moonrise,11:15 AM,08:17 AM,06:01 PM,-18,-15,-8,-15,25,13,45,0.0,1034,-7,10,299,19
2009-01-17,-4,-12,0.0,9.9,2,2,53,12:43 AM,11:40 AM,08:16 AM,06:03 PM,-18,-14,-8,-14,17,28,46,0.0,1033,-4,10,250,12
2009-01-18,3,-2,0.2,4.9,1,1,46,01:47 AM,12:07 PM,08:16 AM,06:04 PM,-6,-2,1,-2,17,83,62,0.3,1015,3,10,202,11
2009-01-19,3,-2,0.0,8.3,2,2,38,02:50 AM,12:38 PM,08:15 AM,06:05 PM,-3,-3,-0,-3,14,38,82,0.0,1005,3,10,202,9
2009-01-20,-1,-5,0.0,9.9,2,2,31,03:53 AM,01:14 PM,08:15 AM,06:06 PM,-9,-9,-3,-9,25,12,66,0.0,1007,-1,10,332,19
2009-01-21,-3,-6,0.0,9.9,2,2,24,04:52 AM,01:56 PM,08:14 AM,06:07 PM,-12,-10,-4,-10,25,11,57,0.0,1015,-3,10,300,18
2009-01-22,4,-3,0.0,9.9,2,2,17,05:47 AM,02:45 PM,08:14 AM,06:08 PM,-8,-4,0,-4,24,4,56,0.0,1017,4,10,248,14
2009-01-23,7,-0,0.0,9.9,2,2,9,06:35 AM,03:40 PM,08:13 AM,06:09 PM,-1,0,3,0,22,22,76,0.0,1015,7,10,204,12
2009-01-24,6,-3,0.1,10.0,2,2,2,07:17 AM,04:39 PM,08:12 AM,06:10 PM,-3,-2,2,-2,29,39,69,0.1,1018,6,10,309,19
2009-01-25,-1,-6,0.0,10.0,2,2,0,07:53 AM,05:41 PM,08:12 AM,06:12 PM,-15,-6,-3,-6,10,38,39,0.0,1027,-1,10,267,8
2009-01-26,-0,-5,0.0,10.0,2,2,0,08:23 AM,06:43 PM,08:11 AM,06:13 PM,-11,-6,-3,-6,12,40,51,0.0,1030,-0,10,310,8
2009-01-27,-1,-2,0.1,10.0,2,2,5,08:50 AM,07:45 PM,08:10 AM,06:14 PM,-6,-4,-2,-4,9,69,72,0.1,1031,-1,10,105,6
2009-01-28,8,-1,0.0,6.7,1,1,12,09:14 AM,08:47 PM,08:10 AM,06:15 PM,2,-2,3,-2,38,83,96,0.0,1013,8,10,174,20
2009-01-29,1,-3,0.0,10.1,2,2,20,09:37 AM,09:50 PM,08:09 AM,06:16 PM,-5,-5,-1,-5,20,0,77,0.0,1015,1,10,290,13
2009-01-30,3,-2,0.3,8.3,2,2,27,10:00 AM,10:54 PM,08:08 AM,06:17 PM,-3,-2,0,-2,15,30,78,0.4,1014,3,9,257,9
2009-01-31,-2,-5,0.0,10.1,2,2,31,10:23 AM,12:00 AM,08:07 AM,06:19 PM,-12,-8,-3,-8,24,7,51,0.0,1018,-2,10,284,18
2009-02-01,9,-1,0.0,10.1,2,2,43,10:50 AM,No moonset,08:06 AM,06:20 PM,-2,0,4,0,35,8,67,0.0,1015,9,10,217,19
2009-02-02,10,2,0.0,10.2,3,3,50,11:22 AM,01:09 AM,08:05 AM,06:21 PM,3,3,6,3,20,18,84,0.0,1014,10,9,211,11
2009-02-03,3,-0,0.9,5.1,1,1,58,12:00 PM,02:20 AM,08:04 AM,06:22 PM,-1,-3,1,-3,26,98,89,1.2,1008,3,7,175,17
2009-02-04,-1,-5,0.0,10.2,2,2,66,12:49 PM,03:33 AM,08:03 AM,06:23 PM,-4,-7,-2,-7,21,45,85,0.0,1017,-1,10,214,14
2009-02-05,-6,-9,0.0,10.0,2,2,73,01:49 PM,04:41 AM,08:02 AM,06:24 PM,-10,-14,-7,-14,27,23,82,0.0,1028,-6,10,310,19
2009-02-06,0,-8,0.0,10.3,2,2,81,02:59 PM,05:44 AM,08:01 AM,06:26 PM,-8,-8,-4,-8,16,15,76,0.0,1030,0,10,234,10
2009-02-07,7,-3,0.0,10.3,2,2,88,04:16 PM,06:35 AM,08:00 AM,06:27 PM,1,0,3,0,25,12,84,0.0,1025,7,10,190,13
2009-02-08,15,5,0.0,10.7,3,3,96,05:35 PM,07:18 AM,07:59 AM,06:28 PM,5,6,9,6,33,20,81,0.0,1018,15,10,281,17
2009-02-09,7,0,0.0,10.7,2,2,100,06:51 PM,07:53 AM,07:58 AM,06:29 PM,-2,2,4,2,14,9,69,0.0,1029,7,10,253,8
2009-02-10,11,2,0.0,5.4,2,2,89,08:05 PM,08:22 AM,07:57 AM,06:30 PM,5,5,7,5,18,76,90,0.1,1024,11,8,188,9
2009-02-11,15,8,0.0,8.5,3,3,82,09:16 PM,08:49 AM,07:56 AM,06:31 PM,9,10,11,10,30,60,88,0.0,1012,15,7,207,15
2009-02-12,13,6,0.0,10.0,4,4,74,10:24 PM,09:15 AM,07:55 AM,06:33 PM,4,7,10,7,59,37,65,0.2,1002,13,10,261,33
2009-02-13,7,3,0.0,7.0,1,1,67,11:31 PM,09:40 AM,07:53 AM,06:34 PM,-1,1,5,1,34,41,66,0.0,1013,7,10,292,21
2009-02-14,6,-0,0.0,10.1,2,2,59,No moonrise,10:07 AM,07:52 AM,06:35 PM,-4,0,3,0,12,30,63,0.4,1015,6,10,303,8
2009-02-15,5,-2,0.0,10.9,2,2,51,12:36 AM,10:37 AM,07:51 AM,06:36 PM,-5,-3,1,-3,23,18,61,0.0,1018,5,10,315,15
2009-02-16,4,-2,0.0,10.9,2,2,44,01:41 AM,11:12 AM,07:50 AM,06:37 PM,-8,-3,1,-3,22,23,55,0.0,1021,4,10,344,15
2009-02-17,4,-3,0.0,10.9,2,2,36,02:42 AM,11:52 AM,07:49 AM,06:38 PM,-8,-3,0,-3,16,12,55,0.0,1024,4,10,290,10
2009-02-18,7,-0,0.0,7.0,2,2,29,03:39 AM,12:38 PM,07:47 AM,06:40 PM,0,-1,3,-1,32,61,82,0.2,1011,7,9,187,19
2009-02-19,9,-1,0.0,8.5,3,3,21,04:30 AM,01:31 PM,07:46 AM,06:41 PM,1,1,5,1,33,55,77,0.1,999,9,9,272,21
2009-02-20,1,-3,0.0,11.0,2,2,14,05:15 AM,02:29 PM,07:45 AM,06:42 PM,-12,-8,-1,-8,37,32,44,0.0,1012,1,10,279,27
2009-02-21,4,-2,0.0,11.0,2,2,6,05:53 AM,03:30 PM,07:43 AM,06:43 PM,-8,-4,1,-4,23,15,53,0.0,1024,4,10,240,15
2009-02-22,8,-1,0.0,8.6,2,2,0,06:25 AM,04:32 PM,07:42 AM,06:44 PM,-0,-2,3,-2,33,43,80,2.0,1016,8,9,237,20
2009-02-23,3,-2,0.0,10.1,2,2,0,06:53 AM,05:35 PM,07:41 AM,06:45 PM,-9,-6,-0,-6,34,23,51,0.0,1022,3,10,294,24
2009-02-24,3,-5,0.0,11.1,2,2,0,07:18 AM,06:38 PM,07:39 AM,06:46 PM,-11,-7,-2,-7,26,9,48,0.0,1027,3,10,312,19
2009-02-25,4,-3,0.0,11.1,2,2,1,07:42 AM,07:41 PM,07:38 AM,06:47 PM,-8,-2,1,-2,13,14,54,0.0,1031,4,10,252,7
2009-02-26,9,1,0.0,11.1,2,2,9,08:05 AM,08:45 PM,07:36 AM,06:48 PM,1,2,5,2,22,16,79,0.0,1027,9,10,183,12
2009-02-27,14,6,0.0,10.1,4,4,16,08:29 AM,09:52 PM,07:35 AM,06:50 PM,7,8,10,8,44,46,83,0.0,1018,14,9,185,24
2009-02-28,10,2,0.0,10.1,2,2,24,08:55 AM,11:00 PM,07:33 AM,06:51 PM,0,1,5,1,27,45,74,0.6,1020,10,9,180,18
2009-03-01,2,1,0.0,5.6,1,1,30,09:25 AM,No moonset,07:32 AM,06:52 PM,0,-3,2,-3,31,100,92,2.6,1016,2,9,27,21
2009-03-02,-1,-8,0.0,5.6,1,1,37,10:01 AM,12:11 AM,07:31 AM,06:53 PM,-5,-12,-4,-12,38,96,95,0.4,1013,-1,8,252,26
2009-03-03,-5,-12,0.0,10.1,2,2,45,10:45 AM,01:22 AM,07:29 AM,06:54 PM,-10,-15,-8,-15,29,30,90,0.0,1025,-5,10,311,18
2009-03-04,-1,-11,0.0,11.3,2,2,52,11:40 AM,02:31 AM,07:28 AM,06:55 PM,-8,-11,-6,-11,21,3,86,0.0,1030,-1,10,294,12
2009-03-05,4,-6,0.0,11.3,2,2,59,12:44 PM,03:34 AM,07:26 AM,06:56 PM,-2,-4,-0,-4,20,9,88,0.0,1030,4,10,203,11
2009-03-06,12,4,0.0,11.3,3,3,67,01:56 PM,04:28 AM,07:25 AM,06:57 PM,5,5,8,5,33,20,85,0.0,1021,12,10,208,17
2009-03-07,17,10,0.0,10.1,4,4,74,03:12 PM,05:13 AM,07:23 AM,06:58 PM,10,11,13,11,27,39,85,0.0,1018,17,10,226,13
2009-03-08,16,11,0.0,7.2,4,4,81,04:27 PM,05:50 AM,07:21 AM,06:59 PM,11,13,14,13,28,54,80,0.0,1012,16,10,203,14
2009-03-09,12,8,0.0,10.2,3,3,88,05:41 PM,06:20 AM,07:20 AM,07:00 PM,6,8,10,8,25,46,77,0.1,1013,12,10,162,15
2009-03-10,7,5,0.0,5.9,2,2,96,06:52 PM,06:48 AM,07:18 AM,07:01 PM,3,3,6,3,18,82,81,0.0,1027,7,10,107,12
2009-03-11,13,6,0.0,7.3,2,2,100,08:02 PM,07:14 AM,07:17 AM,07:02 PM,8,8,10,8,29,74,88,0.5,1018,13,9,218,16
2009-03-12,7,2,0.0,10.2,2,2,90,09:10 PM,07:40 AM,07:15 AM,07:03 PM,-4,3,5,3,17,44,53,0.0,1030,7,10,250,11
2009-03-13,5,1,0.0,11.6,2,2,83,10:17 PM,08:06 AM,07:14 AM,07:04 PM,-4,-1,3,-1,17,66,61,0.2,1032,5,10,86,12
2009-03-14,7,1,0.0,7.4,1,1,75,11:24 PM,08:35 AM,07:12 AM,07:05 PM,0,2,4,2,10,59,76,0.3,1026,7,9,141,7
2009-03-15,6,4,0.0,6.0,1,1,68,No moonrise,09:09 AM,07:10 AM,07:06 PM,3,5,5,5,3,93,89,1.0,1023,6,8,170,2
2009-03-16,9,5,0.0,6.0,2,2,61,12:27 AM,09:47 AM,07:09 AM,07:08 PM,4,5,6,5,15,72,88,0.2,1025,9,8,101,9
2009-03-17,10,4,0.0,11.6,3,3,53,01:28 AM,10:31 AM,07:07 AM,07:09 PM,4,4,6,4,17,28,84,0.1,1025,10,10,78,12
2009-03-18,12,3,0.0,11.6,3,3,46,02:21 AM,11:22 AM,07:06 AM,07:10 PM,4,6,8,6,24,4,76,0.0,1023,12,10,202,15
2009-03-19,11,5,0.0,7.4,2,2,39,03:09 AM,12:18 PM,07:04 AM,07:11 PM,6,6,8,6,20,57,90,1.9,1018,11,9,154,12
2009-03-20,6,2,0.0,8.8,1,1,32,03:50 AM,01:18 PM,07:02 AM,07:12 PM,3,2,4,2,16,61,88,0.6,1025,6,9,132,10
2009-03-21,8,0,0.0,11.6,2,2,24,04:24 AM,02:19 PM,07:01 AM,07:13 PM,-4,1,4,1,17,12,61,0.0,1032,8,10,129,10
2009-03-22,11,1,0.0,11.6,3,3,17,04:53 AM,03:22 PM,06:59 AM,07:14 PM,1,4,6,4,19,26,70,0.1,1028,11,10,219,12
2009-03-23,6,0,0.0,11.6,2,2,10,05:20 AM,04:24 PM,06:58 AM,07:15 PM,-9,-1,3,-1,29,10,41,0.0,1027,6,10,338,20
2009-03-24,8,-2,0.0,11.6,2,2,3,05:44 AM,05:28 PM,06:56 AM,07:16 PM,-9,-1,2,-1,20,5,45,0.0,1030,8,10,304,14
2009-03-25,10,1,0.0,11.6,2,2,0,06:08 AM,06:32 PM,06:54 AM,07:17 PM,-1,3,5,3,14,15,65,0.0,1028,10,10,126,9
2009-03-26,10,4,0.0,6.3,2,2,0,06:31 AM,07:39 PM,06:53 AM,07:18 PM,6,5,7,5,20,92,91,2.6,1018,10,9,180,12
2009-03-27,14,7,0.0,10.3,3,3,5,06:58 AM,08:47 PM,06:51 AM,07:19 PM,8,9,10,9,15,45,85,0.0,1015,14,9,234,9
2009-03-28,10,8,0.0,6.4,2,2,12,07:27 AM,09:59 PM,06:50 AM,07:20 PM,8,6,9,6,23,98,94,2.7,1013,10,10,64,15
2009-03-29,15,8,0.0,6.4,3,3,19,08:02 AM,11:12 PM,06:48 AM,07:21 PM,11,10,12,10,26,83,92,0.5,999,15,10,183,14
2009-03-30,11,6,0.0,11.6,3,3,26,08:44 AM,No moonset,06:46 AM,07:22 PM,2,5,8,5,35,33,66,0.0,1008,11,10,290,24
2009-03-31,11,4,0.0,11.6,3,3,30,09:36 AM,12:23 AM,06:45 AM,07:23 PM,2,4,7,4,19,4,73,0.0,1021,11,10,196,12
2009-04-01,12,6,0.0,9.0,2,2,42,10:38 AM,01:28 AM,06:43 AM,07:24 PM,7,6,9,6,26,70,87,0.0,1020,12,10,133,16
2009-04-02,15,9,0.0,9.0,3,3,50,11:47 AM,02:24 AM,06:42 AM,07:25 PM,10,10,11,10,14,73,91,1.1,1015,15,8,107,8
2009-04-03,18,11,0.0,9.0,3,3,58,01:00 PM,03:11 AM,06:40 AM,07:26 PM,11,11,13,11,42,66,89,2.4,996,18,10,171,23
2009-04-04,14,9,0.0,11.6,4,4,65,02:13 PM,03:49 AM,06:38 AM,07:27 PM,3,8,11,8,45,10,61,0.0,1003,14,10,275,27
2009-04-05,15,7,0.0,11.6,4,4,73,03:26 PM,04:21 AM,06:37 AM,07:28 PM,3,8,10,8,27,11,61,0.0,1010,15,10,252,16
2009-04-06,13,9,0.0,7.8,3,3,80,04:36 PM,04:49 AM,06:35 AM,07:29 PM,10,10,12,10,24,62,88,2.5,996,13,9,191,14
2009-04-07,8,4,0.0,9.0,3,3,88,05:45 PM,05:15 AM,06:34 AM,07:29 PM,-1,2,6,2,31,48,64,0.0,998,8,10,275,21
2009-04-08,9,3,0.0,9.0,3,3,95,06:52 PM,05:40 AM,06:32 AM,07:30 PM,0,3,6,3,27,46,64,0.0,1006,9,10,244,17
2009-04-09,14,6,0.0,11.6,3,3,100,07:59 PM,06:06 AM,06:31 AM,07:31 PM,3,9,10,9,19,9,61,0.0,1012,14,10,225,10
2009-04-10,16,7,0.0,11.6,4,4,90,09:06 PM,06:34 AM,06:29 AM,07:32 PM,9,11,12,11,22,36,80,0.0,1014,16,10,182,12
2009-04-11,12,7,0.0,7.8,2,2,82,10:11 PM,07:06 AM,06:28 AM,07:33 PM,8,6,9,6,29,66,92,1.5,1010,12,9,178,18
2009-04-12,9,3,0.0,11.6,3,3,75,11:14 PM,07:43 AM,06:26 AM,07:34 PM,-3,2,6,2,31,2,54,0.0,1021,9,10,324,21
2009-04-13,11,2,0.0,11.6,3,3,67,No moonrise,08:25 AM,06:25 AM,07:35 PM,-2,4,6,4,18,28,54,0.0,1022,11,10,275,12
2009-04-14,9,6,0.0,6.6,2,2,59,12:11 AM,09:14 AM,06:23 AM,07:36 PM,7,5,8,5,32,100,94,6.0,1014,9,7,92,20
2009-04-15,9,6,0.0,6.6,2,2,52,01:01 AM,10:08 AM,06:22 AM,07:37 PM,6,3,7,3,36,91,90,2.6,1014,9,8,46,23
2009-04-16,13,5,0.0,11.6,3,3,44,01:45 AM,11:06 AM,06:20 AM,07:38 PM,2,6,9,6,21,13,65,0.0,1025,13,10,65,13
2009-04-17,16,5,0.0,11.6,4,4,37,02:21 AM,12:06 PM,06:19 AM,07:39 PM,5,10,11,10,15,7,68,0.0,1024,16,10,239,8
2009-04-18,20,9,0.0,11.6,4,4,29,02:52 AM,01:08 PM,06:17 AM,07:40 PM,7,14,15,14,23,5,61,0.0,1017,20,10,253,12
2009-04-19,15,9,0.0,10.4,3,3,22,03:20 AM,02:09 PM,06:16 AM,07:41 PM,7,10,12,10,26,43,70,0.0,1017,15,10,124,16
2009-04-20,13,9,0.0,6.6,3,3,14,03:45 AM,03:12 PM,06:15 AM,07:42 PM,9,8,10,8,35,84,90,3.9,1014,13,9,99,21
2009-04-21,17,11,0.0,11.6,4,4,7,04:08 AM,04:15 PM,06:13 AM,07:43 PM,12,13,13,13,13,53,89,1.0,1007,17,9,202,8
2009-04-22,12,7,0.0,10.4,2,2,0,04:32 AM,05:20 PM,06:12 AM,07:44 PM,8,8,9,8,17,50,91,3.0,1007,12,9,251,10
2009-04-23,14,7,0.0,11.6,4,4,0,04:57 AM,06:28 PM,06:10 AM,07:45 PM,4,8,10,8,30,26,69,0.0,1016,14,10,273,19
2009-04-24,17,6,0.0,11.6,4,4,0,05:26 AM,07:40 PM,06:09 AM,07:46 PM,7,12,13,12,23,6,68,0.0,1025,17,10,219,13
2009-04-25,23,12,0.0,11.6,5,5,1,05:59 AM,08:54 PM,06:08 AM,07:47 PM,14,18,19,18,20,18,79,0.0,1023,23,9,190,10
2009-04-26,27,19,0.0,11.6,6,6,8,06:39 AM,10:08 PM,06:06 AM,07:48 PM,15,24,24,23,23,5,63,0.0,1023,27,10,233,11
2009-04-27,27,18,0.0,11.6,6,6,16,07:29 AM,11:18 PM,06:05 AM,07:49 PM,14,21,22,21,29,11,64,0.0,1026,27,10,209,14
2009-04-28,24,18,0.0,11.6,6,6,23,08:29 AM,No moonset,06:04 AM,07:50 PM,12,21,21,21,36,5,57,0.0,1024,24,10,222,18
2009-04-29,18,9,0.0,6.7,3,3,31,09:38 AM,12:18 AM,06:03 AM,07:51 PM,9,11,12,11,25,75,81,0.5,1029,18,8,111,15
2009-04-30,14,7,0.0,8.0,4,4,38,10:51 AM,01:09 AM,06:01 AM,07:52 PM,9,10,11,10,15,60,89,0.2,1028,14,8,109,9
2009-05-01,21,13,0.0,13.3,5,5,44,12:05 PM,01:50 AM,06:00 AM,07:53 PM,14,16,16,16,34,52,88,0.2,1016,21,10,206,18
2009-05-02,17,13,0.0,11.0,4,4,52,01:18 PM,02:23 AM,05:59 AM,07:54 PM,13,15,15,15,17,59,89,0.0,1012,17,9,155,9
2009-05-03,13,11,0.0,8.7,3,3,59,02:27 PM,02:52 AM,05:58 AM,07:55 PM,11,12,13,12,12,90,93,0.5,1015,13,5,106,8
2009-05-04,12,11,0.0,8.7,3,3,66,03:35 PM,03:19 AM,05:57 AM,07:56 PM,10,9,11,9,24,99,95,2.8,1016,12,9,54,16
2009-05-05,17,11,0.0,11.1,3,3,73,04:40 PM,03:44 AM,05:56 AM,07:57 PM,11,12,13,12,12,78,89,0.4,1018,17,8,101,8
2009-05-06,18,12,0.0,12.2,4,4,81,05:47 PM,04:08 AM,05:55 AM,07:58 PM,12,14,15,14,14,66,86,1.1,1017,18,8,149,10
2009-05-07,20,15,0.0,11.1,4,4,88,06:52 PM,04:35 AM,05:53 AM,07:59 PM,16,18,18,18,28,64,91,0.0,1010,20,8,213,16
2009-05-08,21,15,0.0,14.5,5,5,95,07:58 PM,05:06 AM,05:52 AM,08:00 PM,15,18,19,18,17,17,81,0.0,1011,21,8,215,10
2009-05-09,24,16,0.0,14.5,6,6,100,09:01 PM,05:40 AM,05:51 AM,08:01 PM,17,20,22,20,29,35,83,1.5,1005,24,10,216,15
2009-05-10,19,14,0.0,14.5,5,5,100,10:00 PM,06:20 AM,05:50 AM,08:02 PM,9,16,16,16,33,10,63,0.0,1013,19,10,293,20
2009-05-11,15,11,0.0,11.3,4,4,83,10:53 PM,07:07 AM,05:49 AM,08:03 PM,9,12,13,12,16,62,78,0.0,1019,15,8,267,10
2009-05-12,17,12,0.0,14.5,4,4,76,11:40 PM,07:59 AM,05:48 AM,08:03 PM,10,14,14,14,13,35,78,0.0,1021,17,8,241,7
2009-05-13,18,9,0.0,14.5,4,4,68,No moonrise,08:56 AM,05:47 AM,08:04 PM,10,14,14,14,17,18,75,0.0,1028,18,10,162,10
2009-05-14,20,14,0.0,13.4,5,5,61,12:18 AM,09:56 AM,05:46 AM,08:05 PM,13,17,17,17,39,44,80,0.0,1025,20,10,174,23
2009-05-15,22,16,0.0,11.3,5,5,54,12:52 AM,10:56 AM,05:46 AM,08:06 PM,17,18,19,18,14,79,92,1.0,1023,22,5,186,8
2009-05-16,22,15,0.0,12.4,5,5,47,01:20 AM,11:57 AM,05:45 AM,08:07 PM,17,18,19,18,24,42,89,0.0,1018,22,8,169,15
2009-05-17,18,13,0.0,9.2,3,3,39,01:46 AM,12:58 PM,05:44 AM,08:08 PM,11,14,15,14,26,70,77,0.4,1017,18,9,313,16
2009-05-18,14,9,0.0,13.4,4,4,32,02:09 AM,01:59 PM,05:43 AM,08:09 PM,3,10,11,10,16,31,57,0.0,1025,14,10,152,11
2009-05-19,17,8,0.0,14.5,4,4,25,02:32 AM,03:02 PM,05:42 AM,08:10 PM,6,12,13,12,14,2,64,0.0,1030,17,10,140,8
2009-05-20,21,9,0.0,14.5,4,4,17,02:56 AM,04:08 PM,05:41 AM,08:11 PM,9,14,15,14,19,1,67,0.0,1029,21,10,216,10
2009-05-21,22,11,0.0,14.5,5,5,10,03:23 AM,05:17 PM,05:41 AM,08:11 PM,11,17,17,17,20,1,70,0.0,1026,22,10,208,11
2009-05-22,23,14,0.0,12.4,5,5,3,03:54 AM,06:30 PM,05:40 AM,08:12 PM,16,18,19,18,22,32,84,0.0,1021,23,9,210,12
2009-05-23,24,16,0.0,14.5,6,6,0,04:30 AM,07:45 PM,05:39 AM,08:13 PM,17,20,21,20,21,24,83,0.0,1020,24,8,203,12
2009-05-24,23,17,0.0,14.5,6,6,0,05:17 AM,08:59 PM,05:39 AM,08:14 PM,18,20,21,20,25,20,85,0.0,1017,23,10,204,15
2009-05-25,24,17,0.0,12.4,6,6,4,06:13 AM,10:05 PM,05:38 AM,08:15 PM,18,20,21,20,12,54,90,0.0,1016,24,5,164,7
2009-05-26,18,12,0.0,9.2,3,3,11,07:22 AM,11:02 PM,05:37 AM,08:16 PM,12,13,14,13,32,90,89,0.1,1022,18,9,75,20
2009-05-27,21,13,0.0,14.5,5,5,19,08:36 AM,11:48 PM,05:37 AM,08:16 PM,15,17,17,17,14,48,87,0.0,1016,21,8,92,10
2009-05-28,21,15,0.0,9.3,4,4,26,09:53 AM,No moonset,05:36 AM,08:17 PM,16,17,17,17,14,87,92,0.0,1011,21,7,78,9
2009-05-29,23,15,0.0,11.4,5,5,33,11:07 AM,12:24 AM,05:36 AM,08:18 PM,17,19,19,19,11,69,89,3.6,1007,23,8,178,7
2009-05-30,23,16,0.0,14.5,5,5,40,12:19 PM,12:55 AM,05:35 AM,08:19 PM,15,19,20,19,17,11,80,0.0,1008,23,9,275,10
2009-05-31,23,14,0.0,14.5,5,5,44,01:28 PM,01:23 AM,05:35 AM,08:19 PM,15,19,19,19,17,13,79,0.0,1009,23,10,233,10
2009-06-01,19,12,0.0,14.5,5,5,57,02:34 PM,01:48 AM,05:35 AM,08:20 PM,9,15,15,15,19,9,65,0.0,1019,19,10,127,12
2009-06-02,25,17,0.0,14.5,6,6,65,03:39 PM,02:12 AM,05:34 AM,08:21 PM,17,21,21,21,15,19,82,0.3,1016,25,10,213,9
2009-06-03,23,16,0.0,13.5,6,6,72,04:44 PM,02:39 AM,05:34 AM,08:21 PM,18,20,21,20,14,43,87,0.2,1015,23,9,119,9
2009-06-04,18,15,0.0,10.3,4,4,80,05:49 PM,03:07 AM,05:33 AM,08:22 PM,14,15,15,15,17,84,93,10.3,1015,18,7,57,12
2009-06-05,15,14,0.0,9.3,3,3,87,06:52 PM,03:40 AM,05:33 AM,08:23 PM,14,14,15,14,25,99,96,2.3,1011,15,7,50,16
2009-06-06,23,14,0.0,11.4,4,4,95,07:53 PM,04:18 AM,05:33 AM,08:23 PM,16,18,18,18,14,64,90,0.0,1014,23,8,202,9
2009-06-07,23,16,0.0,14.5,5,5,100,08:47 PM,05:02 AM,05:33 AM,08:24 PM,17,20,20,20,18,31,85,0.0,1016,23,8,211,11
2009-06-08,24,17,0.0,14.5,6,6,100,09:36 PM,05:52 AM,05:33 AM,08:24 PM,18,20,21,20,15,33,88,0.1,1014,24,9,172,9
2009-06-09,22,18,0.0,12.4,5,5,83,10:17 PM,06:48 AM,05:32 AM,08:25 PM,18,20,20,20,13,39,92,1.5,1013,22,6,167,8
2009-06-10,23,16,0.0,14.5,5,5,75,10:52 PM,07:47 AM,05:32 AM,08:25 PM,18,20,21,20,12,27,88,0.0,1013,23,7,81,8
