date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-2,-6,0.0,8.7,2,2,31,11:09 AM,10:53 PM,08:20 AM,05:46 PM,-16,-9,-4,-9,22,8,39,0.0,1024,-2,10,299,16
2009-01-02,2,-4,0.0,7.0,2,2,38,11:31 AM,11:56 PM,08:20 AM,05:47 PM,-6,-4,0,-4,25,39,63,0.0,1014,2,10,212,14
2009-01-03,4,-2,0.0,8.7,2,2,45,11:54 AM,No moonset,08:20 AM,05:48 PM,-6,-3,1,-3,24,4,63,0.0,1017,4,10,289,14
2009-01-04,5,-3,0.0,8.7,2,2,52,12:19 PM,01:01 AM,08:20 AM,05:49 PM,-6,-3,1,-3,17,25,60,0.0,1020,5,10,272,10
2009-01-05,8,3,0.0,8.7,2,2,60,12:47 PM,02:10 AM,08:20 AM,05:50 PM,2,3,5,3,15,46,82,0.0,1015,8,10,281,9
2009-01-06,4,2,0.0,3.5,2,2,67,01:22 PM,03:22 AM,08:20 AM,05:51 PM,-2,-0,3,-0,19,75,69,0.5,1015,4,9,92,12
2009-01-07,7,4,0.0,3.5,2,2,74,02:06 PM,04:37 AM,08:20 AM,05:51 PM,5,3,5,3,22,98,95,0.8,995,7,6,139,14
2009-01-08,5,-1,0.0,8.7,2,2,82,03:01 PM,05:52 AM,08:20 AM,05:52 PM,-2,-3,2,-3,36,15,73,0.0,1001,5,10,262,22
2009-01-09,2,-2,0.0,8.7,2,2,89,04:09 PM,07:01 AM,08:20 AM,05:53 PM,-8,-5,-0,-5,26,17,55,0.0,1018,2,10,284,18
2009-01-10,3,-2,0.0,5.2,1,1,96,05:26 PM,08:00 AM,08:19 AM,05:54 PM,-3,-2,1,-2,14,76,75,0.1,1022,3,8,145,9
2009-01-11,4,-3,0.0,7.0,2,2,100,06:46 PM,08:48 AM,08:19 AM,05:55 PM,-1,-3,1,-3,23,69,86,0.3,1013,4,7,290,15
2009-01-12,2,-3,0.0,8.7,2,2,89,08:04 PM,09:27 AM,08:19 AM,05:56 PM,-8,-5,-1,-5,16,24,61,0.0,1023,2,10,298,12
2009-01-13,5,-1,0.0,8.7,2,2,82,09:19 PM,09:58 AM,08:19 AM,05:57 PM,-2,-1,2,-1,17,17,78,0.0,1018,5,9,203,10
2009-01-14,1,-5,0.0,8.7,2,2,75,10:29 PM,10:25 AM,08:18 AM,05:59 PM,-13,-7,-3,-7,20,18,47,0.0,1019,1,10,277,14
2009-01-15,-2,-6,0.0,4.9,1,1,68,11:38 PM,10:50 AM,08:18 AM,06:00 PM,-11,-9,-4,-9,19,66,56,0.0,1023,-2,10,244,14
2009-01-16,-7,-10,0.0,9.8,2,2,60,No moonrise,11:14 AM,08:17 AM,06:01 PM,-19,-16,-9,-16,24,10,44,0.0,1034,-7,10,296,19
2009-01-17,-5,-12,0.0,8.3,2,2,53,12:43 AM,11:39 AM,08:17 AM,06:02 PM,-19,-14,-9,-14,15,29,43,0.0,1033,-5,10,245,11
2009-01-18,3,-3,0.0,6.6,1,1,46,01:48 AM,12:06 PM,08:17 AM,06:03 PM,-7,-3,0,-3,13,81,61,0.0,1015,3,10,185,8
2009-01-19,2,-3,0.6,8.3,2,2,38,02:51 AM,12:37 PM,08:16 AM,06:04 PM,-4,-3,-1,-3,13,41,83,0.7,1005,2,9,190,8
2009-01-20,-2,-6,0.0,9.9,2,2,31,03:53 AM,01:13 PM,08:15 AM,06:05 PM,-9,-9,-4,-9,24,10,69,0.0,1007,-2,10,331,17
2009-01-21,-3,-7,0.0,9.9,2,2,24,04:53 AM,01:55 PM,08:15 AM,06:06 PM,-12,-11,-5,-11,24,10,59,0.0,1015,-3,10,297,17
2009-01-22,4,-4,0.0,9.9,2,2,17,05:48 AM,02:44 PM,08:14 AM,06:07 PM,-8,-5,-1,-5,23,4,60,0.0,1017,4,10,245,14
2009-01-23,7,-1,0.0,9.9,2,2,9,06:36 AM,03:39 PM,08:14 AM,06:09 PM,-1,0,3,0,21,24,77,0.0,1015,7,10,203,11
2009-01-24,5,-4,0.0,10.0,2,2,2,07:18 AM,04:38 PM,08:13 AM,06:10 PM,-4,-3,1,-3,28,40,70,0.1,1018,5,10,309,18
2009-01-25,-1,-7,0.0,9.9,2,2,0,07:54 AM,05:40 PM,08:12 AM,06:11 PM,-15,-6,-3,-6,10,34,39,0.0,1027,-1,10,268,8
2009-01-26,-1,-5,0.0,10.0,2,2,0,08:24 AM,06:42 PM,08:12 AM,06:12 PM,-12,-6,-3,-6,11,46,51,0.0,1030,-1,10,305,8
2009-01-27,-1,-3,0.6,6.7,1,1,5,08:50 AM,07:45 PM,08:11 AM,06:13 PM,-7,-4,-2,-4,8,72,69,0.7,1031,-1,8,104,6
2009-01-28,6,-2,0.0,6.7,1,1,12,09:14 AM,08:47 PM,08:10 AM,06:14 PM,1,-3,2,-3,33,82,96,0.7,1013,6,6,169,18
2009-01-29,1,-4,0.0,10.1,2,2,20,09:37 AM,09:50 PM,08:09 AM,06:16 PM,-5,-5,-1,-5,19,1,78,0.0,1015,1,10,284,13
2009-01-30,2,-3,0.0,8.3,2,2,27,09:59 AM,10:54 PM,08:08 AM,06:17 PM,-3,-2,0,-2,14,33,79,0.0,1014,2,10,254,9
2009-01-31,-2,-5,0.0,10.1,2,2,31,10:23 AM,12:00 AM,08:07 AM,06:18 PM,-12,-9,-3,-9,23,8,52,0.0,1017,-2,10,280,17
2009-02-01,9,-2,0.0,10.1,2,2,43,10:50 AM,No moonset,08:07 AM,06:19 PM,-2,-0,3,-0,31,9,68,0.0,1015,9,10,216,16
2009-02-02,11,0,0.0,10.1,2,2,50,11:21 AM,01:09 AM,08:06 AM,06:20 PM,3,3,5,3,17,16,85,0.0,1014,11,7,214,10
2009-02-03,2,-1,0.0,5.1,1,1,58,11:59 AM,02:20 AM,08:05 AM,06:21 PM,-1,-3,1,-3,23,100,90,0.0,1009,2,8,177,15
2009-02-04,-1,-6,0.0,10.2,2,2,66,12:47 PM,03:33 AM,08:04 AM,06:23 PM,-5,-7,-3,-7,20,44,86,0.0,1017,-1,9,215,13
2009-02-05,-6,-10,0.0,10.0,2,2,73,01:48 PM,04:42 AM,08:03 AM,06:24 PM,-10,-15,-8,-15,25,24,84,0.0,1028,-6,10,308,17
2009-02-06,0,-9,0.0,10.2,2,2,81,02:58 PM,05:45 AM,08:02 AM,06:25 PM,-7,-8,-4,-8,15,16,79,0.0,1030,0,10,231,9
2009-02-07,8,-4,0.0,10.3,2,2,88,04:15 PM,06:36 AM,08:01 AM,06:26 PM,1,0,3,0,22,14,85,0.0,1025,8,10,187,12
2009-02-08,14,4,0.0,10.7,3,3,96,05:34 PM,07:19 AM,07:59 AM,06:27 PM,5,6,8,6,31,15,82,0.0,1018,14,10,281,17
2009-02-09,7,-0,0.0,10.7,2,2,100,06:51 PM,07:53 AM,07:58 AM,06:29 PM,-1,2,4,2,12,10,70,0.0,1029,7,10,251,7
2009-02-10,10,1,0.0,5.4,2,2,89,08:05 PM,08:22 AM,07:57 AM,06:30 PM,5,5,6,5,15,79,90,0.1,1024,10,8,182,8
2009-02-11,15,8,0.0,10.0,4,4,82,09:16 PM,08:49 AM,07:56 AM,06:31 PM,10,11,12,11,25,58,88,0.0,1012,15,7,204,13
2009-02-12,14,6,0.0,10.8,4,4,74,10:24 PM,09:14 AM,07:55 AM,06:32 PM,4,7,10,7,57,39,66,0.0,1001,14,10,261,33
2009-02-13,7,2,0.0,8.5,1,1,67,11:31 PM,09:40 AM,07:54 AM,06:33 PM,-1,1,5,1,33,41,66,0.0,1013,7,10,294,20
2009-02-14,6,-1,0.2,10.1,2,2,59,No moonrise,10:06 AM,07:53 AM,06:34 PM,-4,1,3,1,11,35,62,0.2,1015,6,10,308,8
2009-02-15,5,-2,0.0,10.9,2,2,51,12:37 AM,10:36 AM,07:51 AM,06:36 PM,-6,-3,1,-3,22,15,61,0.0,1018,5,10,316,14
2009-02-16,4,-2,0.0,10.9,2,2,44,01:41 AM,11:11 AM,07:50 AM,06:37 PM,-8,-4,0,-4,21,23,54,0.0,1021,4,10,298,14
2009-02-17,5,-3,0.0,10.9,2,2,36,02:43 AM,11:51 AM,07:49 AM,06:38 PM,-8,-3,0,-3,15,13,54,0.0,1024,5,10,291,10
2009-02-18,6,-1,0.0,7.0,2,2,29,03:40 AM,12:37 PM,07:48 AM,06:39 PM,0,-1,3,-1,29,61,83,1.0,1011,6,10,184,17
2009-02-19,9,-2,0.0,7.0,1,1,21,04:31 AM,01:30 PM,07:46 AM,06:40 PM,1,1,5,1,32,58,77,0.0,999,9,8,270,20
2009-02-20,1,-4,0.0,11.0,2,2,14,05:16 AM,02:28 PM,07:45 AM,06:41 PM,-12,-8,-2,-8,35,37,43,0.0,1012,1,10,277,26
2009-02-21,4,-3,0.0,11.0,2,2,6,05:53 AM,03:29 PM,07:44 AM,06:42 PM,-8,-4,0,-4,22,15,53,0.0,1024,4,10,237,14
2009-02-22,8,-1,0.0,8.6,2,2,0,06:25 AM,04:31 PM,07:42 AM,06:44 PM,-1,-2,2,-2,31,46,81,0.0,1016,8,10,235,18
2009-02-23,3,-3,0.0,10.1,2,2,0,06:53 AM,05:35 PM,07:41 AM,06:45 PM,-10,-7,-1,-7,32,27,51,0.0,1022,3,10,293,23
2009-02-24,3,-5,0.0,11.1,2,2,0,07:18 AM,06:37 PM,07:39 AM,06:46 PM,-12,-7,-2,-7,25,10,48,0.0,1027,3,10,313,18
2009-02-25,5,-4,0.0,11.1,2,2,1,07:42 AM,07:41 PM,07:38 AM,06:47 PM,-8,-2,1,-2,12,14,55,0.0,1031,5,10,198,7
2009-02-26,9,0,0.0,11.1,2,2,9,08:05 AM,08:45 PM,07:36 AM,06:48 PM,1,2,4,2,19,19,79,0.0,1027,9,10,183,11
2009-02-27,15,5,0.0,10.1,4,4,16,08:28 AM,09:52 PM,07:35 AM,06:49 PM,8,8,10,8,41,49,83,0.0,1018,15,9,185,23
2009-02-28,10,2,0.0,10.1,2,2,24,08:54 AM,11:01 PM,07:34 AM,06:50 PM,-0,1,4,1,26,51,73,0.3,1021,10,9,183,17
2009-03-01,2,0,0.6,5.6,1,1,30,09:24 AM,No moonset,07:32 AM,06:51 PM,-0,-4,1,-4,28,100,93,0.9,1017,2,9,27,18
2009-03-02,-2,-9,0.0,5.6,1,1,37,10:00 AM,12:11 AM,07:31 AM,06:53 PM,-6,-12,-5,-12,36,95,96,0.6,1013,-2,9,252,24
2009-03-03,-5,-13,0.0,8.6,2,2,45,10:44 AM,01:23 AM,07:29 AM,06:54 PM,-10,-16,-9,-16,28,28,91,0.0,1025,-5,10,311,17
2009-03-04,-1,-13,0.0,11.3,2,2,52,11:39 AM,02:32 AM,07:28 AM,06:55 PM,-8,-11,-6,-11,19,3,89,0.0,1030,-1,10,288,11
2009-03-05,4,-7,0.0,11.3,1,1,59,12:43 PM,03:35 AM,07:26 AM,06:56 PM,-2,-4,-1,-4,18,11,92,0.0,1030,4,7,202,10
2009-03-06,12,3,0.0,11.3,3,3,67,01:55 PM,04:29 AM,07:25 AM,06:57 PM,6,5,8,5,29,23,87,0.0,1020,12,10,206,16
2009-03-07,19,10,0.0,8.6,4,4,74,03:11 PM,05:13 AM,07:23 AM,06:58 PM,10,12,13,12,24,45,85,0.0,1018,19,9,225,12
