date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-2,-7,0.0,8.7,2,2,31,11:10 AM,10:54 PM,08:21 AM,05:47 PM,-16,-9,-4,-9,20,8,37,0.0,1024,-2,10,293,15
2009-01-02,2,-5,0.0,7.0,2,2,38,11:32 AM,11:57 PM,08:21 AM,05:48 PM,-7,-4,-0,-4,24,36,64,0.0,1014,2,10,206,14
2009-01-03,4,-3,0.0,8.7,2,2,45,11:55 AM,No moonset,08:21 AM,05:49 PM,-6,-3,1,-3,19,5,64,0.0,1018,4,10,289,12
2009-01-04,5,-4,0.0,8.7,2,2,52,12:20 PM,01:02 AM,08:21 AM,05:49 PM,-6,-1,1,-1,13,31,61,0.0,1020,5,10,268,8
2009-01-05,8,2,0.0,8.7,2,2,60,12:48 PM,02:11 AM,08:21 AM,05:50 PM,2,3,5,3,14,39,83,0.0,1016,8,9,281,9
2009-01-06,3,1,0.0,5.2,1,1,67,01:23 PM,03:23 AM,08:21 AM,05:51 PM,-3,-1,2,-1,17,73,70,0.0,1015,3,10,92,11
2009-01-07,6,2,0.0,3.5,1,1,74,02:07 PM,04:38 AM,08:21 AM,05:52 PM,3,1,4,1,22,95,95,15.3,995,6,8,140,13
2009-01-08,4,-2,0.0,8.7,2,2,82,03:02 PM,05:53 AM,08:21 AM,05:53 PM,-2,-3,2,-3,34,22,76,0.0,1001,4,10,260,20
2009-01-09,2,-2,0.0,8.7,2,2,89,04:10 PM,07:02 AM,08:21 AM,05:54 PM,-8,-5,-0,-5,24,18,55,0.0,1018,2,10,282,17
2009-01-10,3,-2,0.0,5.2,1,1,96,05:27 PM,08:01 AM,08:20 AM,05:55 PM,-4,-3,0,-3,15,79,76,0.0,1022,3,8,142,10
2009-01-11,3,-3,0.0,7.0,2,2,100,06:46 PM,08:49 AM,08:20 AM,05:56 PM,-2,-4,0,-4,21,60,86,3.1,1013,3,7,289,14
2009-01-12,2,-4,0.0,8.7,2,2,89,08:05 PM,09:28 AM,08:20 AM,05:57 PM,-8,-5,-1,-5,15,31,62,0.0,1023,2,10,253,11
2009-01-13,4,-2,0.0,8.7,2,2,82,09:20 PM,09:59 AM,08:20 AM,05:58 PM,-2,-1,1,-1,17,20,80,0.0,1017,4,9,189,10
2009-01-14,0,-6,0.0,8.7,2,2,75,10:30 PM,10:26 AM,08:19 AM,05:59 PM,-14,-7,-3,-7,19,18,45,0.0,1019,0,10,269,14
2009-01-15,-3,-7,0.0,4.9,1,1,68,11:39 PM,10:51 AM,08:19 AM,06:00 PM,-12,-10,-5,-10,21,78,54,0.1,1024,-3,10,218,15
2009-01-16,-8,-11,0.0,9.8,2,2,60,No moonrise,11:15 AM,08:18 AM,06:01 PM,-19,-17,-9,-17,25,6,44,0.0,1035,-8,10,293,19
2009-01-17,-6,-13,0.0,9.9,2,2,53,12:44 AM,11:40 AM,08:18 AM,06:03 PM,-20,-14,-9,-14,13,28,42,0.0,1033,-6,10,238,10
2009-01-18,3,-4,0.1,8.3,2,2,46,01:49 AM,12:07 PM,08:17 AM,06:04 PM,-8,-3,-1,-3,13,69,58,0.1,1014,3,10,166,8
2009-01-19,1,-4,1.9,8.3,2,2,38,02:52 AM,12:37 PM,08:17 AM,06:05 PM,-4,-4,-2,-4,13,46,83,2.3,1005,1,9,136,8
2009-01-20,-2,-7,0.0,9.9,2,2,31,03:54 AM,01:14 PM,08:16 AM,06:06 PM,-9,-10,-4,-10,23,10,71,0.0,1007,-2,10,334,16
2009-01-21,-3,-8,0.0,9.9,2,2,24,04:54 AM,01:56 PM,08:16 AM,06:07 PM,-11,-11,-5,-11,22,11,63,0.0,1015,-3,10,295,15
2009-01-22,4,-5,0.0,9.9,2,2,17,05:49 AM,02:44 PM,08:15 AM,06:08 PM,-7,-5,-1,-5,21,4,65,0.0,1017,4,10,241,13
2009-01-23,7,-2,0.0,9.9,2,2,9,06:37 AM,03:40 PM,08:15 AM,06:09 PM,-1,0,3,0,19,24,79,0.0,1014,7,10,199,10
2009-01-24,4,-5,0.0,10.0,2,2,2,07:19 AM,04:38 PM,08:14 AM,06:10 PM,-4,-3,1,-3,26,39,71,0.0,1018,4,9,313,17
2009-01-25,-1,-7,0.0,9.9,2,2,0,07:55 AM,05:41 PM,08:13 AM,06:12 PM,-15,-6,-3,-6,10,34,40,0.0,1027,-1,10,271,8
2009-01-26,-1,-6,0.0,10.0,2,2,0,08:25 AM,06:43 PM,08:12 AM,06:13 PM,-12,-6,-3,-6,10,41,52,0.0,1030,-1,10,263,7
2009-01-27,-1,-3,0.7,6.7,1,1,5,08:51 AM,07:46 PM,08:12 AM,06:14 PM,-7,-4,-2,-4,7,74,70,0.8,1031,-1,8,109,5
2009-01-28,4,-3,0.0,6.7,1,1,12,09:15 AM,08:48 PM,08:11 AM,06:15 PM,0,-4,0,-4,30,80,97,5.4,1013,4,8,163,16
2009-01-29,0,-4,0.0,10.1,2,2,20,09:38 AM,09:51 PM,08:10 AM,06:16 PM,-4,-5,-1,-5,17,2,81,0.0,1015,0,10,279,12
2009-01-30,2,-4,0.1,10.0,2,2,27,10:00 AM,10:55 PM,08:09 AM,06:17 PM,-3,-3,-0,-3,14,31,81,0.1,1014,2,10,253,9
2009-01-31,-3,-6,0.0,10.1,2,2,31,10:24 AM,No moonset,08:08 AM,06:19 PM,-12,-9,-4,-9,22,9,56,0.0,1018,-3,10,274,16
2009-02-01,8,-4,0.0,10.1,2,2,43,10:50 AM,12:01 AM,08:07 AM,06:20 PM,-2,-1,3,-1,26,9,73,0.0,1015,8,10,213,14
2009-02-02,11,-1,0.0,10.1,2,2,50,11:22 AM,01:10 AM,08:07 AM,06:21 PM,2,3,5,3,16,19,85,0.1,1014,11,7,199,9
2009-02-03,2,-1,3.1,5.1,1,1,58,12:00 PM,02:22 AM,08:06 AM,06:22 PM,-1,-3,1,-3,20,100,91,3.6,1009,2,5,220,13
2009-02-04,-2,-6,0.2,10.2,2,2,66,12:48 PM,03:34 AM,08:05 AM,06:23 PM,-5,-7,-3,-7,19,43,87,0.3,1017,-2,9,216,13
2009-02-05,-6,-11,0.0,10.0,2,2,73,01:48 PM,04:43 AM,08:04 AM,06:25 PM,-10,-14,-8,-14,22,26,83,0.0,1028,-6,10,306,15
2009-02-06,-0,-9,0.0,10.2,2,2,81,02:59 PM,05:46 AM,08:03 AM,06:26 PM,-7,-8,-4,-8,13,17,81,0.0,1030,-0,10,221,8
2009-02-07,8,-6,0.0,10.3,2,2,88,04:16 PM,06:37 AM,08:02 AM,06:27 PM,1,1,3,1,19,15,87,0.0,1025,8,9,182,10
2009-02-08,14,4,0.0,10.3,3,3,96,05:35 PM,07:20 AM,08:00 AM,06:28 PM,6,6,8,6,29,16,84,0.0,1018,14,8,282,16
2009-02-09,8,-1,0.0,10.7,2,2,100,06:52 PM,07:54 AM,07:59 AM,06:29 PM,-1,3,5,3,11,10,70,0.0,1029,8,10,247,7
