date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-1,-4,0.0,8.7,2,2,31,11:08 AM,10:53 PM,08:18 AM,05:48 PM,-12,-8,-2,-8,27,2,48,0.0,1024,-1,10,308,21
2009-01-02,5,-1,0.0,7.0,2,2,38,11:31 AM,11:56 PM,08:18 AM,05:48 PM,-4,-2,3,-2,33,27,64,0.0,1015,5,10,222,22
2009-01-03,5,1,0.0,8.7,2,2,45,11:54 AM,No moonset,08:18 AM,05:49 PM,-4,-1,3,-1,29,5,59,0.0,1018,5,10,304,19
2009-01-04,5,-0,0.0,8.7,2,2,52,12:19 PM,01:01 AM,08:18 AM,05:50 PM,-4,-1,3,-1,20,21,62,0.0,1020,5,10,278,14
2009-01-05,8,5,0.0,7.0,3,3,60,12:48 PM,02:09 AM,08:18 AM,05:51 PM,3,4,7,4,18,50,80,0.0,1016,8,10,285,12
2009-01-06,7,4,0.0,3.5,1,1,67,01:24 PM,03:21 AM,08:18 AM,05:52 PM,0,1,5,1,25,89,73,0.5,1014,7,9,96,17
2009-01-07,11,6,0.0,3.5,2,2,74,02:08 PM,04:35 AM,08:18 AM,05:53 PM,7,5,8,5,32,94,93,0.3,995,11,8,207,18
2009-01-08,6,1,0.0,7.0,2,2,82,03:03 PM,05:50 AM,08:18 AM,05:54 PM,-2,-1,4,-1,44,20,67,0.0,1002,6,10,272,30
2009-01-09,3,-1,0.0,8.7,2,2,89,04:11 PM,06:59 AM,08:18 AM,05:55 PM,-6,-5,1,-5,31,10,58,0.0,1018,3,10,294,24
2009-01-10,7,0,0.0,7.0,2,2,96,05:28 PM,07:58 AM,08:18 AM,05:56 PM,-1,0,3,0,18,63,72,0.0,1022,7,9,144,12
2009-01-11,8,-1,0.0,7.0,1,1,100,06:47 PM,08:46 AM,08:17 AM,05:57 PM,1,-1,3,-1,32,59,83,0.0,1013,8,9,302,23
2009-01-12,3,-1,0.0,8.7,2,2,89,08:05 PM,09:25 AM,08:17 AM,05:58 PM,-6,-4,0,-4,21,16,61,0.0,1023,3,10,297,16
2009-01-13,6,1,0.0,7.0,2,2,82,09:20 PM,09:57 AM,08:17 AM,05:59 PM,-0,1,4,1,21,32,76,0.1,1018,6,10,192,13
2009-01-14,3,-4,0.0,9.8,2,2,75,10:29 PM,10:24 AM,08:17 AM,06:00 PM,-10,-6,-1,-6,26,16,53,0.0,1019,3,10,281,20
