date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-5,-13,0.0,8.7,2,2,31,11:10 AM,10:52 PM,08:24 AM,05:41 PM,-14,-17,-9,-17,29,29,69,0.0,1024,-5,10,310,20
2009-01-02,-1,-10,0.0,5.2,1,1,38,11:31 AM,11:57 PM,08:24 AM,05:42 PM,-7,-10,-5,-10,20,66,86,0.0,1013,-1,9,218,11
2009-01-03,0,-7,0.0,8.7,2,2,45,11:53 AM,No moonset,08:24 AM,05:43 PM,-6,-10,-3,-10,36,13,84,0.0,1016,0,10,302,21
2009-01-04,2,-8,0.0,8.7,2,2,52,12:16 PM,01:03 AM,08:24 AM,05:44 PM,-7,-8,-4,-8,20,16,77,0.0,1019,2,10,285,11
2009-01-05,4,-2,0.0,8.7,2,2,60,12:44 PM,02:12 AM,08:24 AM,05:45 PM,-1,-3,1,-3,21,50,88,0.0,1015,4,7,303,12
2009-01-06,-0,-4,0.0,7.0,2,2,67,01:18 PM,03:26 AM,08:24 AM,05:46 PM,-7,-5,-2,-5,10,52,70,0.0,1016,-0,10,159,6
2009-01-07,1,-3,1.0,3.5,1,1,74,02:00 PM,04:42 AM,08:24 AM,05:47 PM,-1,-4,-0,-4,21,93,97,12.1,995,1,7,151,14
2009-01-08,-0,-4,0.1,3.5,1,1,82,02:55 PM,05:58 AM,08:24 AM,05:48 PM,-4,-8,-2,-8,38,76,87,0.2,998,-0,8,263,24
2009-01-09,-2,-6,0.0,7.0,2,2,89,04:03 PM,07:07 AM,08:24 AM,05:49 PM,-8,-11,-5,-11,28,34,78,0.1,1016,-2,10,306,19
2009-01-10,-5,-8,0.9,3.5,2,2,96,05:20 PM,08:06 AM,08:23 AM,05:50 PM,-8,-10,-6,-10,13,71,88,1.1,1023,-5,7,181,9
2009-01-11,-3,-8,1.5,3.5,1,1,100,06:41 PM,08:52 AM,08:23 AM,05:51 PM,-6,-10,-5,-10,19,68,93,1.8,1014,-3,7,249,13
2009-01-12,-1,-9,0.0,8.7,2,2,89,08:01 PM,09:30 AM,08:23 AM,05:52 PM,-9,-10,-6,-10,15,23,84,0.0,1022,-1,10,294,10
2009-01-13,1,-7,0.1,5.2,2,2,82,09:17 PM,10:00 AM,08:22 AM,05:53 PM,-4,-7,-3,-7,18,55,89,0.1,1017,1,7,190,11
2009-01-14,-4,-12,0.1,8.7,2,2,75,10:29 PM,10:25 AM,08:22 AM,05:54 PM,-12,-15,-9,-15,23,41,77,0.1,1019,-4,9,284,16
2009-01-15,-9,-13,0.6,3.5,1,1,68,11:38 PM,10:49 AM,08:22 AM,05:55 PM,-12,-16,-10,-16,16,78,83,0.7,1024,-9,8,187,12
2009-01-16,-10,-16,0.1,5.2,2,2,60,No moonrise,11:12 AM,08:21 AM,05:56 PM,-17,-20,-13,-20,21,43,71,0.1,1033,-10,10,286,15
2009-01-17,-10,-19,0.0,7.0,2,2,53,12:45 AM,11:36 AM,08:21 AM,05:58 PM,-16,-18,-13,-18,12,35,82,0.0,1032,-10,10,226,8
2009-01-18,-4,-11,0.5,7.0,2,2,46,01:51 AM,12:02 PM,08:20 AM,05:59 PM,-8,-11,-7,-11,14,75,93,0.6,1015,-4,6,149,9
2009-01-19,-3,-12,1.0,8.3,1,1,38,02:55 AM,12:32 PM,08:20 AM,06:00 PM,-7,-10,-7,-10,13,37,95,1.1,1005,-3,4,273,7
2009-01-20,-4,-10,0.0,9.8,2,2,31,03:58 AM,01:07 PM,08:19 AM,06:01 PM,-10,-14,-8,-14,24,20,87,0.0,1007,-4,8,333,16
2009-01-21,-6,-12,0.0,9.8,1,1,24,04:58 AM,01:49 PM,08:18 AM,06:02 PM,-11,-16,-10,-16,22,19,92,0.0,1014,-6,8,300,14
2009-01-22,-1,-10,0.0,8.3,1,1,17,05:53 AM,02:37 PM,08:18 AM,06:03 PM,-6,-10,-5,-10,20,41,93,0.1,1016,-1,6,252,12
2009-01-23,5,-6,0.0,9.9,2,2,9,06:42 AM,03:33 PM,08:17 AM,06:05 PM,-1,-4,-0,-4,21,28,91,0.0,1013,5,7,212,11
2009-01-24,3,-11,0.0,9.9,2,2,2,07:23 AM,04:32 PM,08:16 AM,06:06 PM,-8,-11,-4,-11,31,33,75,0.0,1018,3,10,312,21
2009-01-25,-5,-13,0.0,9.9,2,2,0,07:58 AM,05:35 PM,08:16 AM,06:07 PM,-13,-13,-9,-13,14,23,72,0.0,1027,-5,10,280,9
