date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-2,-7,0.0,8.7,2,2,31,11:08 AM,10:52 PM,08:19 AM,05:44 PM,-16,-11,-5,-11,25,11,41,0.0,1024,-2,10,300,18
2009-01-02,2,-5,0.0,7.0,2,2,38,11:30 AM,11:55 PM,08:19 AM,05:45 PM,-7,-5,-1,-5,23,37,63,0.1,1014,2,10,214,13
2009-01-03,4,-2,0.0,8.7,2,2,45,11:53 AM,No moonset,08:19 AM,05:46 PM,-6,-4,0,-4,26,2,65,0.0,1017,4,10,287,16
2009-01-04,5,-4,0.0,8.7,2,2,52,12:17 PM,01:00 AM,08:19 AM,05:47 PM,-8,-3,0,-3,19,23,56,0.0,1020,5,10,272,11
2009-01-05,8,2,0.0,8.7,2,2,60,12:46 PM,02:09 AM,08:19 AM,05:48 PM,2,2,4,2,16,40,84,0.0,1015,8,9,281,10
2009-01-06,3,1,0.1,5.2,2,2,67,01:21 PM,03:21 AM,08:19 AM,05:49 PM,-3,-1,2,-1,18,68,70,0.2,1015,3,9,90,12
2009-01-07,7,3,0.0,3.5,1,1,74,02:04 PM,04:36 AM,08:19 AM,05:50 PM,4,2,5,2,24,98,95,0.3,995,7,5,140,14
2009-01-08,4,-2,0.0,8.7,2,2,82,02:59 PM,05:51 AM,08:19 AM,05:51 PM,-2,-4,2,-4,38,20,77,0.0,1000,4,10,260,23
2009-01-09,2,-2,0.0,7.0,2,2,89,04:07 PM,07:00 AM,08:19 AM,05:52 PM,-8,-6,-1,-6,26,34,59,0.0,1017,2,10,286,17
2009-01-10,1,-2,0.0,5.2,2,2,96,05:24 PM,08:00 AM,08:18 AM,05:53 PM,-4,-3,-0,-3,15,68,79,0.7,1022,1,9,133,10
2009-01-11,3,-4,0.0,3.5,1,1,100,06:44 PM,08:47 AM,08:18 AM,05:54 PM,-2,-4,0,-4,22,67,89,1.4,1013,3,8,282,15
2009-01-12,2,-4,0.0,8.7,2,2,89,08:03 PM,09:26 AM,08:18 AM,05:55 PM,-8,-6,-2,-6,17,25,66,0.0,1022,2,10,296,12
2009-01-13,5,-2,0.0,8.7,2,2,82,09:18 PM,09:57 AM,08:18 AM,05:56 PM,-2,-1,1,-1,17,20,79,0.1,1018,5,9,166,9
2009-01-14,1,-6,0.0,8.7,2,2,75,10:28 PM,10:24 AM,08:17 AM,05:57 PM,-13,-8,-3,-8,20,17,48,0.0,1019,1,10,283,15
2009-01-15,-4,-7,0.0,3.5,1,1,68,11:36 PM,10:48 AM,08:17 AM,05:58 PM,-12,-10,-5,-10,19,68,58,0.0,1023,-4,10,222,14
2009-01-16,-7,-11,0.0,8.7,2,2,60,No moonrise,11:13 AM,08:16 AM,05:59 PM,-19,-16,-9,-16,24,8,46,0.0,1034,-7,10,290,18
2009-01-17,-6,-13,0.0,9.8,2,2,53,12:42 AM,11:38 AM,08:16 AM,06:00 PM,-19,-14,-9,-14,14,30,44,0.0,1033,-6,10,241,10
2009-01-18,2,-4,0.1,8.3,1,1,46,01:47 AM,12:04 PM,08:16 AM,06:01 PM,-7,-3,-1,-3,11,77,65,0.2,1015,2,10,173,7
2009-01-19,2,-4,0.0,8.3,2,2,38,02:50 AM,12:35 PM,08:15 AM,06:02 PM,-4,-4,-2,-4,13,41,85,0.0,1005,2,10,241,8
2009-01-20,-2,-7,0.0,9.9,2,2,31,03:52 AM,01:11 PM,08:15 AM,06:04 PM,-8,-10,-5,-10,24,11,77,0.0,1007,-2,10,329,16
2009-01-21,-4,-8,0.0,9.9,2,2,24,04:52 AM,01:53 PM,08:14 AM,06:05 PM,-11,-12,-6,-12,25,8,65,0.0,1014,-4,10,296,17
2009-01-22,3,-5,0.0,9.9,2,2,17,05:47 AM,02:42 PM,08:13 AM,06:06 PM,-7,-6,-2,-6,25,5,66,0.0,1017,3,10,245,15
2009-01-23,7,-2,0.0,9.9,2,2,9,06:35 AM,03:37 PM,08:13 AM,06:07 PM,-1,-0,3,-0,22,23,78,0.0,1014,7,10,206,12
2009-01-24,4,-5,0.0,9.9,2,2,2,07:17 AM,04:36 PM,08:12 AM,06:08 PM,-4,-4,1,-4,29,45,72,0.0,1017,4,10,308,18
2009-01-25,-1,-7,0.0,9.9,2,2,0,07:53 AM,05:38 PM,08:11 AM,06:09 PM,-15,-7,-4,-7,11,33,41,0.0,1027,-1,10,263,8
2009-01-26,-1,-6,0.0,8.3,2,2,0,08:23 AM,06:40 PM,08:11 AM,06:10 PM,-12,-7,-4,-7,11,45,52,0.0,1030,-1,10,298,8
2009-01-27,-1,-3,0.1,8.3,2,2,5,08:49 AM,07:43 PM,08:10 AM,06:12 PM,-8,-4,-2,-4,8,65,62,0.1,1031,-1,9,187,6
2009-01-28,6,-2,0.0,5.0,1,1,12,09:13 AM,08:45 PM,08:09 AM,06:13 PM,1,-3,2,-3,32,84,95,0.0,1013,6,8,164,18
2009-01-29,1,-4,0.0,10.1,2,2,20,09:36 AM,09:49 PM,08:08 AM,06:14 PM,-5,-6,-1,-6,21,2,75,0.0,1015,1,10,279,14
2009-01-30,2,-4,0.2,10.0,2,2,27,09:58 AM,10:52 PM,08:07 AM,06:15 PM,-3,-3,-0,-3,16,34,79,0.3,1014,2,9,253,10
2009-01-31,-2,-6,0.0,10.1,2,2,31,10:21 AM,11:59 PM,08:06 AM,06:16 PM,-12,-10,-4,-10,25,12,54,0.0,1017,-2,10,278,18
2009-02-01,9,-3,0.0,10.1,2,2,43,10:48 AM,No moonset,08:06 AM,06:17 PM,-3,-1,3,-1,29,12,68,0.0,1015,9,10,219,16
2009-02-02,11,0,0.0,10.1,2,2,50,11:20 AM,01:08 AM,08:05 AM,06:19 PM,3,3,5,3,16,16,85,0.0,1014,11,7,218,9
2009-02-03,2,-2,0.5,5.1,1,1,58,11:58 AM,02:20 AM,08:04 AM,06:20 PM,-1,-4,0,-4,24,100,91,0.6,1009,2,6,135,16
2009-02-04,-1,-7,0.0,10.2,2,2,66,12:46 PM,03:33 AM,08:03 AM,06:21 PM,-6,-8,-3,-8,21,38,84,0.0,1017,-1,10,298,14
2009-02-05,-6,-11,0.0,6.7,2,2,73,01:46 PM,04:42 AM,08:02 AM,06:22 PM,-11,-16,-9,-16,27,30,86,0.0,1028,-6,10,307,17
2009-02-06,-1,-9,0.0,10.2,2,2,81,02:56 PM,05:44 AM,08:01 AM,06:23 PM,-8,-9,-5,-9,15,17,81,0.0,1030,-1,10,235,9
2009-02-07,7,-6,0.0,10.3,2,2,88,04:13 PM,06:35 AM,08:00 AM,06:25 PM,0,-0,2,-0,21,13,86,0.0,1025,7,10,191,11
2009-02-08,14,3,0.0,10.7,3,3,96,05:33 PM,07:18 AM,07:58 AM,06:26 PM,5,5,8,5,33,17,84,0.0,1018,14,10,280,18
2009-02-09,7,-0,0.0,10.7,2,2,100,06:49 PM,07:52 AM,07:57 AM,06:27 PM,-2,1,4,1,14,9,71,0.0,1028,7,10,255,9
2009-02-10,8,0,0.0,5.4,1,1,89,08:03 PM,08:21 AM,07:56 AM,06:28 PM,4,3,5,3,14,79,91,0.0,1024,8,7,180,7
2009-02-11,15,7,0.0,10.0,4,4,82,09:14 PM,08:48 AM,07:55 AM,06:29 PM,9,10,11,10,22,58,89,0.1,1012,15,7,205,12
2009-02-12,14,5,0.0,10.8,4,4,74,10:23 PM,09:13 AM,07:54 AM,06:31 PM,5,6,10,6,58,50,69,0.0,1000,14,10,260,34
2009-02-13,7,0,0.0,10.0,1,1,67,11:30 PM,09:38 AM,07:53 AM,06:32 PM,-1,0,4,0,35,40,67,0.0,1012,7,10,297,21
2009-02-14,6,-1,0.2,10.1,2,2,59,No moonrise,10:05 AM,07:51 AM,06:33 PM,-6,-1,2,-1,14,41,57,0.3,1015,6,9,306,9
2009-02-15,5,-3,0.0,10.8,2,2,51,12:36 AM,10:34 AM,07:50 AM,06:34 PM,-6,-3,1,-3,23,11,60,0.0,1018,5,10,316,14
2009-02-16,4,-3,0.0,10.1,2,2,44,01:41 AM,11:09 AM,07:49 AM,06:35 PM,-8,-4,0,-4,22,30,57,0.0,1021,4,10,298,14
2009-02-17,5,-4,0.0,10.9,2,2,36,02:42 AM,11:49 AM,07:48 AM,06:36 PM,-8,-3,-0,-3,16,13,56,0.0,1024,5,10,294,10
2009-02-18,6,-2,0.0,7.0,1,1,29,03:39 AM,12:35 PM,07:46 AM,06:38 PM,-0,-1,2,-1,28,63,82,0.1,1011,6,10,182,16
2009-02-19,9,-3,0.0,10.1,2,2,21,04:30 AM,01:28 PM,07:45 AM,06:39 PM,1,1,5,1,31,60,78,0.0,999,9,8,266,20
2009-02-20,1,-4,0.0,10.1,2,2,14,05:15 AM,02:26 PM,07:44 AM,06:40 PM,-13,-9,-2,-9,37,44,44,0.0,1012,1,10,276,27
2009-02-21,4,-3,0.0,11.0,2,2,6,05:52 AM,03:27 PM,07:42 AM,06:41 PM,-9,-5,-0,-5,24,15,53,0.0,1024,4,10,237,15
2009-02-22,7,-2,0.0,10.1,2,2,0,06:24 AM,04:29 PM,07:41 AM,06:42 PM,-1,-2,2,-2,31,42,83,1.8,1016,7,9,230,18
2009-02-23,2,-4,0.0,10.1,1,1,0,06:52 AM,05:33 PM,07:40 AM,06:43 PM,-10,-7,-1,-7,33,34,54,0.0,1021,2,10,293,23
