date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-01,-1,-4,0.0,8.7,2,2,31,11:09 AM,10:54 PM,08:18 AM,05:49 PM,-12,-8,-2,-8,25,2,47,0.0,1025,-1,10,305,20
2009-01-02,5,-1,0.0,7.0,2,2,38,11:32 AM,11:57 PM,08:19 AM,05:50 PM,-4,-2,3,-2,33,27,64,0.0,1015,5,10,220,22
2009-01-03,4,0,0.0,8.7,2,2,45,11:55 AM,No moonset,08:19 AM,05:50 PM,-5,-1,3,-1,26,6,59,0.0,1018,4,10,305,17
2009-01-04,6,-0,0.0,8.7,2,2,52,12:20 PM,01:01 AM,08:19 AM,05:51 PM,-4,-0,3,-0,18,24,63,0.0,1020,6,10,275,12
2009-01-05,8,5,0.0,5.2,3,3,60,12:49 PM,02:09 AM,08:19 AM,05:52 PM,3,4,6,4,17,55,80,0.0,1016,8,10,284,11
2009-01-06,6,4,0.0,3.5,1,1,67,01:25 PM,03:21 AM,08:19 AM,05:53 PM,0,1,5,1,24,100,74,3.2,1014,6,9,96,17
2009-01-07,11,6,0.0,3.5,2,2,74,02:09 PM,04:35 AM,08:19 AM,05:54 PM,7,5,8,5,30,96,93,3.7,995,11,8,209,17
2009-01-08,6,1,0.0,7.0,2,2,82,03:05 PM,05:50 AM,08:18 AM,05:55 PM,-1,-1,4,-1,42,26,67,0.0,1002,6,10,272,28
2009-01-09,2,-1,0.0,8.7,2,2,89,04:12 PM,06:59 AM,08:18 AM,05:56 PM,-7,-4,1,-4,30,10,58,0.0,1019,2,10,293,22
2009-01-10,7,-0,0.0,8.7,2,2,96,05:29 PM,07:59 AM,08:18 AM,05:57 PM,-1,1,3,1,18,63,71,2.8,1022,7,10,151,12
2009-01-11,8,-1,0.0,7.0,2,2,100,06:48 PM,08:47 AM,08:18 AM,05:58 PM,1,-1,4,-1,31,56,82,2.8,1013,8,9,304,22
2009-01-12,3,-1,0.0,8.7,2,2,89,08:06 PM,09:26 AM,08:18 AM,05:59 PM,-6,-4,1,-4,21,19,61,0.0,1023,3,10,297,15
2009-01-13,6,1,0.0,9.8,2,2,82,09:20 PM,09:58 AM,08:17 AM,06:00 PM,-0,0,3,0,21,33,76,0.2,1018,6,10,189,13
2009-01-14,3,-3,0.0,9.8,2,2,75,10:30 PM,10:25 AM,08:17 AM,06:01 PM,-10,-6,-1,-6,25,18,53,0.0,1019,3,10,278,18
2009-01-15,2,-5,0.0,8.3,2,2,68,11:38 PM,10:51 AM,08:17 AM,06:02 PM,-8,-7,-1,-7,29,58,62,0.0,1023,2,10,286,23
2009-01-16,-6,-9,0.0,9.9,2,2,60,No moonrise,11:15 AM,08:16 AM,06:03 PM,-15,-15,-7,-15,28,28,54,0.0,1034,-6,10,306,23
2009-01-17,-3,-11,0.0,9.9,2,2,53,12:43 AM,11:41 AM,08:16 AM,06:04 PM,-15,-13,-8,-13,19,26,56,0.0,1033,-3,10,255,15
2009-01-18,4,-1,0.0,8.3,2,2,46,01:47 AM,12:08 PM,08:15 AM,06:05 PM,-5,-2,2,-2,25,71,62,0.0,1014,4,10,214,17
2009-01-19,4,-1,1.0,8.3,2,2,38,02:50 AM,12:39 PM,08:15 AM,06:06 PM,-1,-2,1,-2,16,37,84,1.2,1005,4,9,253,10
2009-01-20,-1,-4,0.0,9.9,2,2,31,03:52 AM,01:16 PM,08:14 AM,06:07 PM,-8,-8,-2,-8,29,16,66,0.0,1007,-1,10,337,23
2009-01-21,-2,-5,0.0,9.9,2,2,24,04:51 AM,01:58 PM,08:14 AM,06:08 PM,-10,-9,-3,-9,27,19,60,0.0,1015,-2,10,303,21
2009-01-22,4,-2,0.0,10.0,2,2,17,05:46 AM,02:47 PM,08:13 AM,06:10 PM,-7,-2,1,-2,23,9,54,0.0,1018,4,10,245,14
2009-01-23,7,1,0.0,10.0,2,2,9,06:34 AM,03:42 PM,08:13 AM,06:11 PM,1,1,4,1,26,20,76,0.0,1015,7,10,205,14
2009-01-24,7,-2,0.0,10.0,2,2,2,07:16 AM,04:41 PM,08:12 AM,06:12 PM,-2,-1,4,-1,34,34,69,0.1,1018,7,10,312,22
2009-01-25,-1,-5,0.0,10.0,2,2,0,07:52 AM,05:42 PM,08:11 AM,06:13 PM,-13,-5,-2,-5,11,42,43,0.0,1027,-1,10,264,8
2009-01-26,-1,-3,0.0,10.0,2,2,0,08:23 AM,06:44 PM,08:11 AM,06:14 PM,-10,-5,-2,-5,13,53,55,0.0,1030,-1,10,197,9
2009-01-27,-0,-2,1.7,5.0,1,1,5,08:50 AM,07:46 PM,08:10 AM,06:15 PM,-4,-4,-1,-4,13,89,78,2.0,1031,-0,8,114,9
2009-01-28,10,0,0.0,6.7,1,1,12,09:14 AM,08:48 PM,08:09 AM,06:16 PM,4,0,4,0,46,83,95,2.3,1013,10,8,182,25
2009-01-29,1,-2,0.0,10.1,2,2,20,09:37 AM,09:51 PM,08:08 AM,06:18 PM,-4,-4,-0,-4,21,0,76,0.0,1016,1,10,303,14
